./predefined-expr-sizeof.cpp 1,876.94 5298800 50 47 0 0 0 0 0 0 0 0 0 0 0 0 0.21 0 0 0.3 0.49
./ptr-to-member-function.cpp 556.92 5311882 192 185 0 0 0 0 0 0 0 0 0 0 0 0 0.13 0.02 0 0.25 0.6
./regcall.cpp 1,455.33 5261711 39 39 0 0 0 0 0 0 0 0 0 0 0 0 0.15 0 0 0.28 0.56
./sanitize-dtor-fn-attribute.cpp 1,572.67 5266287 39 39 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0.28 0.46
./split-debug-filename.c 9,130.70 5296260 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./split-debug-single-file.c 5,949.10 5264444 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./split-lto-unit.c 11,829.43 5287759 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0.14 0.57
./split-stacks.c 3,597.20 5258911 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0.27 0 0 0.27 0.47
./stackrealign-main.c 2,730.28 5254098 18 18 0 0 0 0 0 0 0 0 0 0 0 0 0.22 0 0 0.22 0.56
./static-init-1.cpp 11,212.00 5283437 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0.14 0.57
./string-literal-short-wstring.c 1,771.30 5258092 30 28 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0.36 0.57
./string-literal.c 1,021.65 5311205 104 100 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.53 0.45
./switch-case-folding-1.cpp 95.59 5258003 555 553 0 0 0 0 0 0 0 0 0 0 0 0 0.17 0 0 0.33 0.5
./switch-case-folding.cpp 103.14 5260543 539 539 0 0 0 0 0 0 0 0 0 0 0 0 0.17 0 0 0.33 0.5
./thin_link_bitcode.c 5,955.90 5264512 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./thinlto-split-dwarf.c 9,253.00 5269724 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0.14 0.57
./vararg-conversion-ctor.cpp 547.36 5271184 121 97 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0 0 0.28 0.58
