./debug-info-static-member.cpp 13
segreg 0.00
flgctrl 0.00
inout 0.00
string 0.00
break 0.00
cond 0.00
shftrot 0.00
decimal 0.00
binary 0.00
conver 0.00
stack 0.00
control 0.00
branch 0.15
bit 0.00
logical 0.00
arith 0.31
datamov 0.54
