segreg flgctrl inout string break cond shftrot decimal binary conver stack control branch bit logical arith datamov
0 0 0 1 0 0 0 0 0 0 7 3 6 0 20 12 161
0 0 0 1 0 0 0 0 0 0 7 0 1 0 4 6 19
0 0 0 1 0 0 0 0 0 0 6 2 1 0 2 4 25
0 0 0 1 0 0 0 0 0 0 5 2 1 0 3 5 18
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 3 17
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 2 12
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 5 15
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 3 12
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 3 7
0 0 0 1 0 0 0 0 0 0 7 0 1 0 4 2 12
0 0 0 1 0 0 0 0 0 0 14 0 31 0 0 38 95
0 0 0 1 0 0 0 0 0 0 37 16 3 0 2 176 331
0 0 0 1 0 0 0 0 0 0 6 1 19 0 2 194 155
0 0 0 1 0 0 0 0 0 0 7 0 36 0 0 37 43
0 0 0 1 0 0 0 0 0 0 6 1 2 0 2 4 9
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 3 9
0 0 0 1 0 0 0 0 0 0 8 0 1 0 3 5 35
0 0 0 1 0 0 0 0 0 0 10 1 1 0 0 3 18
0 0 0 1 0 0 0 0 0 0 6 1 2 0 6 6 37
0 0 0 1 0 0 0 0 0 0 9 6 7 0 2 14 53
0 0 0 1 0 0 0 0 0 0 5 1 1 0 4 5 22
0 0 0 1 0 0 0 0 0 0 7 2 1 0 0 4 13
0 0 0 1 0 0 0 0 0 0 5 0 1 0 4 4 22
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 2 7
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 5 15
0 0 0 1 0 0 0 0 0 0 28 0 60 0 3 89 268
0 0 0 1 0 0 0 0 0 0 28 0 61 0 3 89 268
0 0 0 1 0 0 0 0 0 0 6 1 1 0 0 3 6
0 0 0 1 0 0 0 0 0 0 4 1 62 0 31 97 340
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 7 7
0 0 0 1 0 0 0 0 0 0 6 1 6 0 3 11 30
0 0 0 0 0 0 0 0 0 0 5 0 17 0 10 14 94
0 0 0 1 0 0 0 0 0 0 9 1 1 0 6 2 28
0 0 0 1 0 0 0 0 0 0 7 1 2 0 4 6 20
0 0 0 1 0 0 0 0 0 0 9 0 1 0 0 4 14
0 0 0 1 0 0 0 0 0 0 4 0 1 0 2 3 7
0 0 0 1 0 0 0 0 0 0 6 1 1 0 3 2 21
0 0 0 1 0 0 0 0 0 0 17 0 1 0 2 18 61
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 5 27
0 0 0 1 0 0 0 0 0 0 15 0 5 0 8 4 53
0 0 0 1 0 0 0 0 0 0 17 4 1 0 12 14 77
0 0 0 1 0 0 0 0 0 0 9 0 2 0 4 4 12
0 0 0 1 0 0 0 0 0 0 4 1 5 0 7 9 12
0 0 0 1 0 0 0 0 0 0 6 0 1 0 3 4 24
0 0 0 1 0 0 0 0 0 0 23 1 54 0 19 37 166
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 6 20
0 0 0 1 0 0 0 0 0 0 4 0 21 0 19 38 59
0 0 0 1 0 0 0 0 0 0 7 0 1 0 3 3 20
0 0 0 1 0 0 0 0 0 0 16 0 1 0 2 8 43
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 2 7
0 0 0 1 0 0 0 0 0 0 12 3 9 0 3 9 67
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 5
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 2 6
0 0 0 1 0 0 0 0 0 0 5 0 24 0 3 30 76
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 2 12
0 0 0 1 0 0 0 0 0 0 5 0 1 0 3 5 19
0 0 0 1 0 0 0 0 0 0 44 0 6 0 7 13 59
0 0 0 1 0 0 0 0 0 0 6 0 1 0 3 5 17
0 0 0 1 0 0 0 0 0 0 6 0 2 0 1 4 14
0 0 0 0 0 0 0 0 0 0 196 0 759 0 718 844 5488
0 0 0 1 0 0 0 0 0 0 6 1 17 0 3 10 56
0 0 0 1 0 0 0 0 0 0 10 3 3 0 0 5 21
0 0 0 1 0 0 0 0 0 0 7 3 3 0 6 8 30
0 0 0 0 0 0 0 0 0 0 13 9 1272 0 9 1327 5297
0 0 0 0 0 0 0 0 0 0 971 0 0 0 1 1930 7729
0 0 0 1 0 0 0 0 0 0 16 1 5 0 4 27 143
0 0 0 1 0 0 0 0 0 0 19 5 3 0 6 7 117
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 10
0 0 0 1 0 0 0 0 0 0 7 1 2 0 3 7 17
0 0 0 1 0 0 0 0 0 0 5 1 1 0 0 3 10
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 2 11
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 2 7
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 4 20
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 6 2 27 0 6 58 172
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 2 6
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 10
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 9 20
0 0 0 1 0 0 0 0 0 0 14 2 1 0 0 8 35
0 0 0 1 0 0 0 0 0 0 22 6 21 0 12 14 112
0 0 0 1 0 0 0 0 0 0 6 0 9 0 19 50 180
0 0 0 1 0 0 0 0 0 0 7 2 1 0 1 4 12
0 0 0 1 0 0 0 0 0 0 12 0 1 0 3 5 15
0 0 0 1 0 0 0 0 0 0 6 0 2 0 6 3 11
0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 14
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 4 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 5 6
0 0 0 1 0 0 0 0 0 0 5 0 3 0 3 11 42
0 0 0 1 0 0 0 0 0 0 5 0 1 0 3 4 16
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 4 9
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 5 23
0 0 0 1 0 0 0 0 0 0 5 1 103 0 2 110 325
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 6 1 8 0 6 6 104
0 0 0 1 0 0 0 0 0 0 4 0 1 0 3 3 7
0 0 0 1 0 0 0 0 0 0 7 0 1 0 4 11 41
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 4
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 2 4
0 0 0 1 0 0 0 0 0 0 28 0 1 0 13 13 229
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 4
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 6 1 1 0 0 4 17
0 0 0 1 0 0 0 0 0 0 11 5 7 0 3 7 45
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 4 18
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 3 13
0 0 0 1 0 0 0 0 0 0 6 1 1 0 0 3 13
0 0 0 1 0 0 0 0 0 0 9 1 3 0 0 4 25
0 0 0 1 0 0 0 0 0 0 15 5 7 0 2 4 46
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 7
0 0 0 1 0 0 0 0 0 0 6 0 1 0 5 3 17
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 2 6
0 0 0 1 0 0 0 0 0 0 7 0 2 0 0 3 13
0 0 0 1 0 0 0 0 0 0 9 3 3 0 2 3 13
0 0 0 1 0 0 0 0 0 0 9 4 1 0 3 5 40
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 6
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 9
0 0 0 1 0 0 0 0 0 0 11 0 2 0 2 3 17
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 5 9
0 0 0 1 0 0 0 0 0 0 6 1 2 0 2 3 16
0 0 0 1 0 0 0 0 0 0 6 0 1 0 3 4 12
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 6 11
0 0 0 1 0 0 0 0 0 0 5 0 2 0 1 3 7
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 2 7
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 4 15
0 0 0 1 0 0 0 0 0 0 8 0 1 0 4 2 13
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 4 12
0 0 0 1 0 0 0 0 0 0 16 8 7 0 1 14 86
0 0 0 1 0 0 0 0 0 0 6 1 2 0 1 9 30
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 3 7
0 0 0 1 0 0 0 0 0 0 228 0 17 0 28 248 1314
0 0 0 1 0 0 0 0 0 0 14 2 3 0 0 2 16
0 0 0 1 0 0 0 0 0 0 6 1 13 0 2 12 17
0 0 0 1 0 0 0 0 0 0 5 0 2 0 1 7 19
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 5
0 0 0 1 0 0 0 0 0 0 6 1 4 0 1 2 11
0 0 0 1 0 0 0 0 0 0 4 0 538 0 1 1618 1350
0 0 0 1 0 0 0 0 0 0 6 0 1 0 4 3 8
0 0 0 1 0 0 0 0 0 0 10 0 2 0 2 3 15
0 0 0 1 0 0 0 0 0 0 8 0 2 0 1 4 10
0 0 0 1 0 0 0 0 0 0 36 32 238 0 1 642 678
0 0 0 1 0 0 0 0 0 0 5 1 1 0 2 3 9
0 0 0 1 0 0 0 0 0 0 6 2 3 0 0 4 13
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 4 9
0 0 0 1 0 0 0 0 0 0 6 0 1 0 7 3 16
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 3 13
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 2 10
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 3 9
0 0 0 1 0 0 0 0 0 0 5 1 2 0 1 3 10
0 0 0 0 0 0 0 0 0 0 1022 0 512 0 0 1021 5618
0 0 0 1 0 0 0 0 0 0 12 0 1 0 0 9 27
0 0 0 1 0 0 0 0 0 0 5 2 5 0 0 8 28
0 0 0 1 0 0 0 0 0 0 6 0 1 0 6 6 17
0 0 0 1 0 0 0 0 0 0 17 10 1 0 1 9 55
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 6 21
0 0 0 1 0 0 0 0 0 0 5 1 9 0 4 31 63
0 0 0 1 0 0 0 0 0 0 5 1 1 0 4 12 17
0 0 0 1 0 0 0 0 0 0 5 1 9 0 7 37 71
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 15 18
0 0 0 1 0 0 0 0 0 0 5 1 9 0 4 43 75
0 0 0 1 0 0 0 0 0 0 5 1 10 0 4 25 69
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 6 15
0 0 0 1 0 0 0 0 0 0 5 1 10 0 4 25 60
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 9 18
0 0 0 1 0 0 0 0 0 0 5 1 9 0 4 31 69
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 6 15
0 0 0 1 0 0 0 0 0 0 5 1 10 0 4 25 60
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 9 15
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 10
0 0 0 1 0 0 0 0 0 0 7 2 5 0 3 13 34
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 2 9
0 0 0 1 0 0 0 0 0 0 9 1 2 0 2 5 24
0 0 0 1 0 0 0 0 0 0 6 2 1 0 0 6 15
0 0 0 1 0 0 0 0 0 0 6 0 3 0 1 2 12
0 0 0 1 0 0 0 0 0 0 6 0 2 0 4 3 11
0 0 0 1 0 0 0 0 0 0 6 0 2 0 4 3 11
0 0 0 1 0 0 0 0 0 0 4 0 13 0 10 2 24
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 5 9
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 4 8
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 8
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 3 11
0 0 0 1 0 0 0 0 0 0 6 2 1 0 4 5 14
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 4 7
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3
0 0 0 1 0 0 0 0 0 0 12 0 3 0 0 5 20
0 0 0 1 0 0 0 0 0 0 6 1 2 0 0 2 10
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 10
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 6 24
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 7 13
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 2 12
0 0 0 1 0 0 0 0 0 0 6 2 1 0 2 9 25
0 0 0 1 0 0 0 0 0 0 7 0 1 0 2 5 20
0 0 0 1 0 0 0 0 0 0 6 0 3 0 1 6 18
0 0 0 1 0 0 0 0 0 0 10 2 2 0 0 4 25
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 6 15
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 11
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 4 17
0 0 0 1 0 0 0 0 0 0 12 0 3 0 0 6 23
0 0 0 1 0 0 0 0 0 0 5 1 1 0 0 3 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 4
0 0 0 1 0 0 0 0 0 0 6 0 4 0 0 10 43
0 0 0 1 0 0 0 0 0 0 180 0 77 0 88 134 708
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 4 17
0 0 0 1 0 0 0 0 0 0 16 0 1 0 56 10 100
0 0 0 1 0 0 0 0 0 0 20 0 23 0 8 10 75
0 0 0 1 0 0 0 0 0 0 10 0 1 0 1 7 18
0 0 0 1 0 0 0 0 0 0 5 1 7 0 3 6 11
0 0 0 1 0 0 0 0 0 0 4 1 6 0 0 12 24
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 4 49
0 0 0 1 0 0 0 0 0 0 27 12 2 0 11 3 72
0 0 0 1 0 0 0 0 0 0 6 0 2 0 1 3 7
0 0 0 1 0 0 0 0 0 0 6 1 1 0 3 3 30
0 0 0 1 0 0 0 0 0 0 132 0 35 0 0 34 324
0 0 0 1 0 0 0 0 0 0 7 2 1 0 0 4 8
0 0 0 1 0 0 0 0 0 0 204 100 103 0 1 102 606
0 0 0 1 0 0 0 0 0 0 7 0 1 0 4 3 12
0 0 0 1 0 0 0 0 0 0 7 1 1 0 1 5 17
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 2 12
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 2 4
0 0 0 1 0 0 0 0 0 0 7 1 2 0 0 4 19
0 0 0 1 0 0 0 0 0 0 5 1 1 0 0 3 6
0 0 0 1 0 0 0 0 0 0 6 0 2 0 3 3 11
0 0 0 1 0 0 0 0 0 0 6 0 2 0 9 20 28
0 0 0 1 0 0 0 0 0 0 36 20 25 0 25 29 92
0 0 0 1 0 0 0 0 0 0 36 20 25 0 25 29 92
0 0 0 1 0 0 0 0 0 0 36 20 1 0 49 29 108
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 4 51
0 0 0 1 0 0 0 0 0 0 6 0 3 0 5 2 16
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 4 7
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 4
0 0 0 1 0 0 0 0 0 0 7 2 1 0 2 8 16
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 3 8
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 2 4
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 5 8
0 0 0 1 0 0 0 0 0 0 5 1 1 0 0 3 8
0 0 0 1 0 0 0 0 0 0 4 0 10 0 8 2 20
0 0 0 1 0 0 0 0 0 0 5 0 1 0 4 3 15
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 4 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 1 0 0 0 0 0 0 6 0 1 0 17 4 22
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 4 15
0 0 0 1 0 0 0 0 0 0 11 2 1 0 3 4 22
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 7 1 3 0 2 4 15
0 0 0 1 0 0 0 0 0 0 4 0 5 0 2 3 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 4
0 0 0 0 0 0 0 0 0 0 0 0 2133 0 0 0 0
0 0 0 1 0 0 0 0 0 0 8 0 2 0 1 3 13
0 0 0 1 0 0 0 0 0 0 6 0 2 0 1 2 8
0 0 0 1 0 0 0 0 0 0 8 2 1 0 0 6 20
0 0 0 1 0 0 0 0 0 0 6 0 3 0 1 2 7
0 0 0 1 0 0 0 0 0 0 6 0 3 0 2 13 35
0 0 0 1 0 0 0 0 0 0 12 0 5 0 4 2 19
0 0 0 1 0 0 0 0 0 0 6 0 8 0 1 24 76
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 4 15
0 0 0 1 0 0 0 0 0 0 8 0 3 0 2 2 13
0 0 0 1 0 0 0 0 0 0 5 1 4 0 3 6 32
0 0 0 1 0 0 0 0 0 0 5 0 1 0 4 3 41
0 0 0 1 0 0 0 0 0 0 7 2 1 0 1 3 11
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 2 16
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 8
0 0 0 1 0 0 0 0 0 0 6 1 2 0 1 2 9
0 0 0 1 0 0 0 0 0 0 7 0 1 0 2 5 19
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 5 18
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 20 0 1 0 1 31 77
0 0 0 1 0 0 0 0 0 0 8 0 3 0 2 4 30
0 0 0 1 0 0 0 0 0 0 4 0 102 0 0 2 4
0 0 0 1 0 0 0 0 0 0 4 0 1 0 6 2 9
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 3 8
0 0 0 1 0 0 0 0 0 0 46 1 1 0 2 35 148
0 0 0 1 0 0 0 0 0 0 8 0 1 0 1 3 15
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 4 12
0 0 0 1 0 0 0 0 0 0 5 1 1 0 0 4 10
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 5 23
0 0 0 1 0 0 0 0 0 0 6 1 6 0 11 11 51
0 0 0 1 0 0 0 0 0 0 5 3 18 0 3 27 91
0 0 0 1 0 0 0 0 0 0 6 2 4 0 1 4 14
0 0 0 1 0 0 0 0 0 0 184 0 68 0 45 210 367
0 0 0 1 0 0 0 0 0 0 10 1 2 0 4 3 18
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 4 17
0 0 0 1 0 0 0 0 0 0 6 1 1 0 0 4 5
0 0 0 1 0 0 0 0 0 0 6 0 2 0 1 3 16
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 4 18
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 2 12
0 0 0 1 0 0 0 0 0 0 4 9 57 0 35 47 332
0 0 0 1 0 0 0 0 0 0 6 1 3 0 0 4 9
0 0 0 1 0 0 0 0 0 0 29 2 26 0 13 16 474
0 0 0 1 0 0 0 0 0 0 8 1 1 0 0 4 13
0 0 0 1 0 0 0 0 0 0 12 5 1 0 0 4 26
0 0 0 1 0 0 0 0 0 0 7 2 35 0 0 4 9
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 11 12
0 0 0 1 0 0 0 0 0 0 5 0 2 0 2 3 8
0 0 0 1 0 0 0 0 0 0 72 0 31 0 132 62 204
0 0 0 1 0 0 0 0 0 0 4 1 230 0 0 102 438
0 0 0 1 0 0 0 0 0 0 10 0 2 0 2 6 18
0 0 0 1 0 0 0 0 0 0 6 1 2 0 2 68 853
0 0 0 1 0 0 0 0 0 0 5 2 11 0 6 18 55
0 0 0 1 0 0 0 0 0 0 5 1 4 0 2 4 17
0 0 0 1 0 0 0 0 0 0 6 1 1 0 4 8 21
0 0 0 1 0 0 0 0 0 0 23 10 12 0 0 13 70
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 7 1 11 0 1 3 27
0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 7
0 0 0 1 0 0 0 0 0 0 8 0 2 0 0 4 16
0 0 0 1 0 0 0 0 0 0 7 0 16 0 2 15 111
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 10 0 1 0 4 7 39
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 2 6
0 0 0 1 0 0 0 0 0 0 8 0 2 0 3 5 17
0 0 0 1 0 0 0 0 0 0 11 0 1 0 0 5 12
0 0 0 1 0 0 0 0 0 0 7 0 4 0 5 28 150
0 0 0 1 0 0 0 0 0 0 24 0 23 0 0 2 24
0 0 0 1 0 0 0 0 0 0 6 0 11 0 0 3 6
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 2 4
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 6 22
0 0 0 1 0 0 0 0 0 0 12 0 1 0 22 10 49
0 0 0 1 0 0 0 0 0 0 6 2 19 0 0 4 396
0 0 0 1 0 0 0 0 0 0 4 0 6 0 0 17 41
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 4 8
0 0 0 1 0 0 0 0 0 0 10 0 1 0 0 4 17
0 0 0 1 0 0 0 0 0 0 12 8 1 0 0 24 90
0 0 0 1 0 0 0 0 0 0 12 8 79 0 24 208 484
0 0 0 1 0 0 0 0 0 0 6 1 15 0 0 14 20
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 4
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 5 11
0 0 0 1 0 0 0 0 0 0 4 0 2 0 1 2 6
0 0 0 1 0 0 0 0 0 0 7 1 1 0 1 2 9
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 3 7
0 0 0 1 0 0 0 0 0 0 7 1 1 0 0 4 9
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 3 9
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 5 0 15 0 0 16 8
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 3
0 0 0 1 0 0 3 0 0 0 17 1 5 0 8 29 54
0 0 0 1 0 0 0 0 0 0 6 0 1 0 6 8 14
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 7
0 0 0 1 0 0 0 0 0 0 12 0 3 0 2 12 35
0 0 0 0 0 0 0 0 0 0 512 10 286 0 877 1926 5742
0 0 0 0 0 0 0 0 0 0 510 10 284 0 888 1909 5715
0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 11
0 0 0 1 0 0 0 0 0 0 196 1 151 0 0 194 1604
0 0 0 1 0 0 0 0 0 0 388 2 301 0 0 386 3204
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 8 0 1 0 19 6 36
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 5 1 1 0 3 5 15
0 0 0 1 0 0 0 0 0 0 4 0 1 0 6 5 7
0 0 0 1 0 0 0 0 0 0 4 0 7 0 10 8 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 8 10 22
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 4 0 1 0 126 55 63
0 0 0 1 0 0 0 0 0 0 5 0 1 0 2 4 5
0 0 0 1 0 0 0 0 0 0 8 4 1 0 16 10 43
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 3 3
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 3 3
0 0 0 1 0 0 0 0 0 0 30 0 1 0 16 20 180
0 0 0 1 0 0 0 0 0 0 16 0 1 0 28 14 89
0 0 0 1 0 0 0 0 0 0 87 27 942 22 1715 1350 5612
0 0 0 1 0 0 0 0 0 0 8 2 1 0 0 2 10
0 0 0 1 0 0 0 0 0 0 12 4 1 0 0 2 37
0 0 0 1 0 0 0 0 0 0 16 7 1 0 4 24 82
0 0 0 1 0 0 0 0 0 0 10 3 1 0 0 22 54
0 0 0 1 0 0 0 0 0 0 50 0 1 0 22 61 210
0 0 0 1 0 0 0 0 0 0 20 8 1 0 0 9 41
0 0 0 1 0 0 0 0 0 0 10 3 201 0 0 68 782
0 0 0 1 0 0 0 0 0 0 9 0 3 0 4 361 497
0 0 0 1 0 0 0 0 0 0 6 0 1 0 14 4 32
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 5
0 0 0 1 0 0 0 0 0 0 5 0 2 0 8 9 44
0 0 0 0 0 0 0 0 0 0 1049 0 538 0 0 1049 8049
0 0 0 1 0 0 0 0 0 0 772 0 658 0 0 386 3916
0 0 0 1 0 0 0 0 0 0 6 0 3 0 2 6 17
0 0 0 0 0 0 0 0 0 0 1104 0 565 0 0 1103 7912
0 0 0 1 0 0 0 0 0 0 23 18 14 0 0 62 171
0 0 0 1 0 0 0 0 0 0 7 0 3 0 1 4 12
0 0 0 1 0 0 0 0 0 0 26 21 7 0 0 48 169
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3
0 0 0 0 0 0 0 0 0 0 756 0 0 0 1 1501 6013
0 0 0 1 0 0 0 0 0 0 11 0 3 0 0 3 19
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 4 17
0 0 0 1 0 0 0 0 0 0 6 0 3 0 0 2 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 8 0 3 0 3 3 48
0 0 0 1 0 0 0 0 0 0 23 5 1 0 13 14 112
0 0 0 1 0 0 0 0 0 0 7 3 1 0 15 22 99
0 0 0 1 0 0 0 0 0 0 4 0 2 0 7 4 13
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 4 10
0 0 0 1 0 0 0 0 0 0 320 4 111 0 108 101 478
0 0 0 1 0 0 0 0 0 0 26 0 3 0 0 8 20
0 0 0 1 0 0 0 0 0 0 22 0 44 0 3 8 48
0 0 0 1 0 0 0 0 0 0 221 0 1 0 54 112 409
0 0 0 1 0 0 0 0 0 0 53 0 1 0 12 62 123
0 0 0 0 0 0 0 0 0 0 1902 0 80 0 476 474 5706
0 0 0 1 0 0 0 0 0 0 125 0 1 0 30 72 233
0 0 0 1 0 0 0 0 0 0 9 0 1 0 0 4 11
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 6 26
0 0 0 1 0 0 0 0 0 0 22 0 6 0 9 22 98
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 8 16
0 0 0 1 0 0 0 0 0 0 24 0 1 0 6 6 66
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 259 517
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2172 4344
0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 4
0 0 0 1 0 0 0 0 0 0 6 0 4 0 1 4 9
0 0 0 1 0 0 0 0 0 0 4 0 5 0 0 2 4
